energy,stress,motivation,hour_of_day,persona,focus_readiness
2,7,9,10,Early Bird,80.28388787965791
1,8,2,5,Early Bird,56.16922415293875
6,5,8,18,Early Bird,58.16335856262756
4,7,7,15,Early Bird,22.95866230365963
8,2,2,15,Early Bird,19.705241220853843
9,4,9,14,Early Bird,25.624928739389095
3,5,10,5,Early Bird,56.40651957830958
8,7,1,15,Early Bird,29.57019481256444
6,8,3,1,Early Bird,58.2361168760054
5,1,8,0,Early Bird,54.27122966147056
9,10,3,15,Early Bird,22.548030135991414
9,7,1,11,Early Bird,92.02005731043417
8,8,4,12,Early Bird,54.998111882550276
5,4,6,1,Early Bird,52.43471357677239
2,2,9,14,Early Bird,21.165354369868588
10,4,10,23,Early Bird,62.33911657364283
4,10,10,22,Early Bird,50.53364461854702
2,1,6,9,Early Bird,81.17524313334252
2,8,6,20,Early Bird,50.222603633858455
5,2,10,10,Early Bird,85.98121712463353
2,7,9,4,Early Bird,51.681582970526
2,5,6,22,Early Bird,55.65172193597972
3,4,8,19,Early Bird,50.8731610878147
1,3,6,15,Early Bird,26.248956461282013
3,7,9,2,Early Bird,52.004016623359774
6,1,1,13,Early Bird,49.9713798344856
8,9,2,4,Early Bird,60.46934319434985
4,2,5,15,Early Bird,18.700904237783014
3,9,6,16,Early Bird,19.949759713818146
9,6,4,16,Early Bird,24.04301478663692
8,2,8,21,Early Bird,52.073536128388476
10,10,8,6,Early Bird,65.04860816559543
8,8,7,1,Early Bird,59.76425379923351
6,9,1,1,Early Bird,51.09005761453623
1,10,3,10,Early Bird,80.17576650744799
8,6,1,11,Early Bird,88.77917712697374
1,3,10,7,Early Bird,73.93666763304584
3,7,3,3,Early Bird,52.754627183885646
9,4,3,4,Early Bird,62.222522615436674
4,2,10,12,Early Bird,44.83196351560515
6,2,3,16,Early Bird,28.208347849685097
7,5,2,7,Early Bird,89.84433516716568
6,4,4,1,Early Bird,55.24295288513826
3,7,7,3,Early Bird,51.0806333270314
2,7,3,14,Early Bird,21.179739711273783
9,8,6,13,Early Bird,59.97253192579099
6,1,2,19,Early Bird,53.65956835583668
8,7,4,11,Early Bird,93.20580792992496
9,4,1,9,Early Bird,90.29711407293487
4,1,2,19,Early Bird,50.78924179448642
7,2,8,12,Early Bird,52.95438761144243
4,6,4,22,Early Bird,52.71077292020783
9,3,3,1,Early Bird,57.43144223889114
3,7,9,13,Early Bird,50.80129757452467
2,7,1,17,Early Bird,21.937867901616986
5,8,2,0,Early Bird,55.556974968293545
7,6,8,10,Early Bird,92.62769194167181
6,9,7,17,Early Bird,22.927140512989922
8,9,7,3,Early Bird,57.88532739652881
9,8,4,13,Early Bird,55.812863098761554
8,8,7,12,Early Bird,60.39973384506516
4,2,8,19,Early Bird,53.826517475082326
4,5,2,6,Early Bird,51.59582618921223
4,8,8,20,Early Bird,51.15839096652149
6,3,1,8,Early Bird,87.59389829992067
7,2,3,15,Early Bird,27.20463705215901
6,8,1,19,Early Bird,52.33506716066661
8,6,9,1,Early Bird,51.587707712390646
3,9,9,12,Early Bird,50.89646404422907
5,2,7,10,Early Bird,83.28354420123236
8,6,8,1,Early Bird,57.02015865801636
1,7,6,7,Early Bird,82.95614118578088
7,4,3,18,Early Bird,53.132784319111686
5,1,4,17,Early Bird,21.54499783375117
8,4,5,10,Early Bird,87.47225945299112
2,3,3,7,Early Bird,81.3115030551763
4,3,10,15,Early Bird,20.728927849267972
7,8,5,19,Early Bird,55.53253147444735
7,1,6,14,Early Bird,24.049038784934446
7,6,5,19,Early Bird,54.0254188766861
1,2,7,9,Early Bird,82.43090783001249
2,1,4,19,Early Bird,53.197808222842525
5,5,8,14,Early Bird,26.761854878322026
3,2,8,0,Early Bird,52.62670764756857
9,7,10,11,Early Bird,96.71175021891875
9,9,4,9,Early Bird,90.31542375153091
5,9,2,17,Early Bird,24.064513348208102
10,2,9,1,Early Bird,59.348136769569315
7,8,6,13,Early Bird,60.46050854934463
1,1,6,19,Early Bird,54.48772100456352
3,5,9,11,Early Bird,74.49872981542273
10,3,5,4,Early Bird,57.26807243973602
9,10,4,16,Early Bird,23.152604777136673
10,10,7,16,Early Bird,28.188308798586398
10,4,9,12,Early Bird,58.64209420435253
6,6,2,20,Early Bird,56.51700801861089
3,7,4,16,Early Bird,20.22519263078743
7,8,3,5,Early Bird,56.60472543542466
10,2,9,17,Early Bird,21.896144022678264
2,9,1,20,Early Bird,57.459815701957496
1,5,8,7,Early Bird,71.56292388071864
5,1,7,12,Early Bird,62.89184502955562
6,5,1,13,Early Bird,54.10985470595497
10,1,9,14,Early Bird,22.79751440163696
4,5,2,12,Early Bird,54.79126675446773
9,2,6,11,Early Bird,91.32360128381298
4,7,6,8,Early Bird,84.30784288914641
1,2,8,13,Early Bird,48.714176285594746
10,8,2,15,Early Bird,30.237576910819406
8,9,9,2,Early Bird,60.1680244746649
5,6,6,7,Early Bird,85.7875086725555
8,3,7,2,Early Bird,55.6475084249205
8,1,1,13,Early Bird,61.483623015274084
4,6,5,0,Early Bird,52.690301845711005
6,9,3,10,Early Bird,83.01593742262733
4,10,3,11,Early Bird,82.91948129504854
2,1,3,9,Early Bird,80.81215493476486
5,3,5,20,Early Bird,53.76991176538327
5,7,5,6,Early Bird,61.29308556701598
8,4,2,9,Early Bird,92.79191010049456
3,9,9,23,Early Bird,58.66305733059978
8,1,6,11,Early Bird,87.55882847379348
9,8,3,16,Early Bird,26.33680943031618
2,8,9,14,Early Bird,16.321692662621324
7,4,1,19,Early Bird,54.2446535322577
2,10,7,14,Early Bird,19.15919170793
4,6,3,6,Early Bird,60.501737919398984
5,9,6,19,Early Bird,51.66801019014627
7,2,4,4,Early Bird,58.91244481450895
9,2,6,13,Early Bird,58.00127201003996
8,8,7,10,Early Bird,91.80555374758262
10,6,6,1,Early Bird,59.11179601428381
8,8,7,23,Early Bird,59.90614414365652
10,10,2,13,Early Bird,58.91837162379748
6,6,9,12,Early Bird,58.148992952864845
5,9,8,6,Early Bird,65.19438195298869
8,6,3,22,Early Bird,64.02847477493673
8,9,3,18,Early Bird,54.869021949918846
6,10,1,21,Early Bird,55.944931327418786
4,9,3,0,Early Bird,52.05654809631573
3,7,7,10,Early Bird,81.57130172403237
8,10,8,9,Early Bird,88.76008730193878
10,10,2,9,Early Bird,99.72970928396568
10,2,6,7,Early Bird,97.24546621545399
7,1,4,18,Early Bird,57.16339663449057
9,8,5,8,Early Bird,90.77127800165631
7,5,8,22,Early Bird,55.62325493468399
9,7,1,0,Early Bird,60.273610497105
5,8,9,11,Early Bird,83.8773261248724
8,6,6,3,Early Bird,59.469090323779476
5,2,3,2,Early Bird,60.25491850472069
5,6,5,5,Early Bird,53.66114554553224
8,2,4,15,Early Bird,22.178908248912165
9,3,2,22,Early Bird,62.27932404339835
5,6,4,16,Early Bird,23.357615356110347
3,5,7,8,Early Bird,81.56545914228127
6,3,7,13,Early Bird,60.32990003038937
7,4,7,13,Early Bird,51.39021811485575
2,1,2,19,Early Bird,52.10143846718442
9,9,4,8,Early Bird,95.11495133615382
6,2,10,13,Early Bird,51.8949110576326
4,5,8,13,Early Bird,53.464900725915655
8,6,4,0,Early Bird,60.5144449863193
2,1,4,12,Early Bird,51.22757490663934
5,10,1,20,Early Bird,55.2220120358286
7,6,4,18,Early Bird,57.290209298214045
5,3,10,8,Early Bird,86.28628377664229
4,4,2,3,Early Bird,56.31139078706168
8,10,2,8,Early Bird,92.96570088554128
2,6,7,14,Early Bird,21.77099233675749
3,9,5,4,Early Bird,53.748828374629134
8,4,4,17,Early Bird,16.67788795567475
9,3,4,13,Early Bird,61.481307145290025
4,7,10,16,Early Bird,17.475956882101514
6,6,6,11,Early Bird,94.96117462609905
5,5,2,19,Early Bird,58.56825485339043
9,9,6,8,Early Bird,91.10323149522264
2,1,8,15,Early Bird,22.51136799666722
10,6,2,21,Early Bird,60.701595303027744
5,4,4,14,Early Bird,25.994972647691768
10,8,10,13,Early Bird,58.118721525683114
5,2,9,6,Early Bird,54.877247394414795
10,8,6,8,Early Bird,91.87164662242951
9,8,1,19,Early Bird,51.91802339835764
7,8,7,18,Early Bird,58.71625522641843
8,7,6,8,Early Bird,96.22063436420508
7,8,6,16,Early Bird,18.161683223729707
8,1,2,23,Early Bird,56.400987754521
6,10,2,1,Early Bird,57.933565898731175
5,5,8,11,Early Bird,83.28859294603534
7,9,4,3,Early Bird,53.3136715528511
7,5,3,6,Early Bird,56.37220586500677
2,3,1,15,Early Bird,21.429300622929297
9,6,2,17,Early Bird,21.50512082503679
9,10,8,13,Early Bird,60.33032066109408
4,2,10,0,Early Bird,53.56601021936969
10,4,10,9,Early Bird,92.40671988399284
8,1,1,3,Early Bird,62.76856910831159
7,9,5,1,Early Bird,58.811139721632586
9,9,3,12,Early Bird,63.20450103965648
8,4,3,16,Early Bird,22.60070576291618
4,1,10,7,Early Bird,81.72521949332912
8,8,3,5,Early Bird,57.03474188802937
6,10,10,9,Early Bird,86.90255689247371
4,1,1,20,Early Bird,53.965402076415806
5,1,8,20,Early Bird,49.51371153053412
5,9,8,12,Night Owl,46.456219889548656
1,1,5,5,Night Owl,43.16787264625987
10,2,9,15,Night Owl,51.223657420430904
3,6,4,12,Night Owl,52.71306345119418
10,2,3,8,Night Owl,21.10308029404368
10,10,9,19,Night Owl,55.88450028291191
5,10,6,8,Night Owl,19.600887608336734
1,5,10,0,Night Owl,79.93599157259854
10,6,7,13,Night Owl,55.968646943220314
5,6,10,14,Night Owl,53.08429807383656
7,7,2,11,Night Owl,49.05962251593149
3,2,4,4,Night Owl,44.81521981233976
10,9,3,2,Night Owl,54.5580389887914
3,5,8,19,Night Owl,49.92482161127517
10,2,4,17,Night Owl,50.30035214886291
9,10,6,3,Night Owl,51.5683545007859
9,9,6,20,Night Owl,97.72187991058982
9,7,6,20,Night Owl,94.1966582890261
4,8,2,7,Night Owl,19.486348453526848
3,5,6,19,Night Owl,47.14474450304694
7,7,2,17,Night Owl,43.536551231910195
5,8,5,10,Night Owl,16.55475738256834
5,1,6,3,Night Owl,50.23114983036068
2,8,1,11,Night Owl,50.244000340398706
9,8,1,9,Night Owl,10.932626006715758
10,2,1,6,Night Owl,19.29302907639023
2,10,5,20,Night Owl,85.02144035919068
3,6,4,12,Night Owl,45.87042654286007
3,2,3,19,Night Owl,43.38559472967306
3,3,3,23,Night Owl,83.18447115881071
4,1,2,12,Night Owl,52.01827260990615
1,9,1,9,Night Owl,10.562879666646214
2,3,7,18,Night Owl,54.35792552705169
7,4,4,3,Night Owl,51.85715220426038
6,4,5,8,Night Owl,9.273128464514773
5,7,8,17,Night Owl,46.69370076988444
3,2,10,6,Night Owl,16.579572955643616
2,2,4,16,Night Owl,44.61131273036217
2,3,7,9,Night Owl,13.799322809668286
4,4,7,2,Night Owl,50.23482110116923
8,8,7,1,Night Owl,55.946241446044624
7,2,1,1,Night Owl,54.039461476199115
3,2,3,14,Night Owl,48.37720713908667
4,9,3,0,Night Owl,81.01268310913044
5,10,10,13,Night Owl,50.45216725703481
3,5,4,1,Night Owl,50.38583355773156
10,2,6,22,Night Owl,92.90206123395886
1,6,3,16,Night Owl,47.09370012843931
8,4,10,23,Night Owl,95.46264467687442
4,6,9,20,Night Owl,82.89751036351598
10,8,8,3,Night Owl,53.607494021583555
9,5,6,4,Night Owl,49.05651688723715
3,8,9,14,Night Owl,50.6738968688858
8,3,5,18,Night Owl,51.22558811650231
7,6,3,16,Night Owl,45.53816276107649
10,7,3,2,Night Owl,55.49363330959927
2,9,4,21,Night Owl,84.53160613535371
10,7,2,22,Night Owl,95.60521596438814
4,4,1,2,Night Owl,55.236872485689325
1,9,1,5,Night Owl,41.59978629679478
7,3,1,6,Night Owl,16.966687938161343
6,6,4,11,Night Owl,49.012617753889
6,10,4,23,Night Owl,88.81924589640748
9,5,1,21,Night Owl,95.55789480024089
8,1,2,12,Night Owl,52.51438206495253
2,10,10,3,Night Owl,43.957719426655835
1,7,8,4,Night Owl,43.292248445661244
7,1,6,21,Night Owl,89.68261705469827
5,2,2,20,Night Owl,87.85404789232372
1,5,4,11,Night Owl,39.50128507225907
3,2,10,1,Night Owl,48.27848653076005
4,3,9,6,Night Owl,10.558693367810754
3,8,9,12,Night Owl,45.14596359118989
8,3,2,18,Night Owl,55.9602752229733
7,8,1,12,Night Owl,53.22713649078515
3,3,8,19,Night Owl,50.1077250888122
8,5,3,3,Night Owl,53.25724950816403
6,7,9,5,Night Owl,48.6734730580815
3,3,3,9,Night Owl,16.039738744427826
10,1,4,2,Night Owl,55.858763190746636
5,9,8,11,Night Owl,50.97704150841633
5,8,4,20,Night Owl,87.06087677315155
3,5,3,20,Night Owl,85.39263291932464
9,1,10,13,Night Owl,54.65153567839863
6,1,6,1,Night Owl,46.8391454648227
6,6,4,20,Night Owl,85.43651475988712
2,10,10,23,Night Owl,86.66650863295345
6,7,1,13,Night Owl,48.06404434257351
5,7,1,1,Night Owl,50.84852825501316
4,2,3,15,Night Owl,49.869734066226734
5,2,4,16,Night Owl,49.40707052621636
3,10,8,5,Night Owl,45.206413678117954
6,1,5,18,Night Owl,47.199346245349595
1,8,7,22,Night Owl,81.41093362914206
10,10,10,19,Night Owl,48.73363440700871
9,3,9,3,Night Owl,49.72325687503923
5,7,6,7,Night Owl,13.101267701421088
10,6,7,8,Night Owl,15.74394369999921
10,10,4,4,Night Owl,49.46141724157011
4,5,5,17,Night Owl,49.59301596391288
8,2,4,12,Night Owl,53.063418531564004
2,5,6,23,Night Owl,85.03310328219813
9,6,5,11,Night Owl,55.106851956756515
5,7,1,16,Night Owl,52.79546650130991
5,2,8,2,Night Owl,48.54859557551505
10,7,6,7,Night Owl,16.010506229621452
7,10,8,18,Night Owl,45.8928671560771
1,7,3,18,Night Owl,43.32256525926888
5,6,2,2,Night Owl,49.004986192777764
9,3,6,10,Night Owl,16.509131447975214
5,5,6,5,Night Owl,54.21395495537056
5,1,8,6,Night Owl,17.78690384564555
7,5,1,7,Night Owl,14.254126469440711
1,3,7,14,Night Owl,42.97363371394157
4,7,5,21,Night Owl,86.2661099206886
10,7,7,22,Night Owl,98.08700971993449
7,3,3,6,Night Owl,14.720498823370956
3,4,6,7,Night Owl,18.51827836870229
10,10,7,19,Night Owl,50.78673425950135
6,3,6,20,Night Owl,83.14876339502779
5,2,8,20,Night Owl,87.42933379933774
1,7,9,21,Night Owl,80.67626600074111
1,2,4,13,Night Owl,46.46531234732415
2,3,4,9,Night Owl,11.451312242182386
1,8,5,22,Night Owl,81.5670516648991
8,10,8,8,Night Owl,14.440022916827667
2,3,1,19,Night Owl,40.32964447849029
1,8,2,16,Night Owl,43.83635138049085
2,5,9,8,Night Owl,18.359609755059267
3,1,6,2,Night Owl,51.6094276498887
1,4,1,16,Night Owl,36.147863332131145
2,2,10,9,Night Owl,16.357390096039403
8,6,4,18,Night Owl,50.580936347752214
6,5,1,9,Night Owl,15.898665186806506
1,4,3,7,Night Owl,14.836027384125881
10,2,4,14,Night Owl,52.819606930975844
6,3,3,14,Night Owl,50.15624466011917
1,5,1,7,Night Owl,12.761708395981316
2,6,10,9,Night Owl,12.369427413137569
4,1,3,11,Night Owl,47.617412758895924
4,2,2,1,Night Owl,45.28185922718867
6,3,10,20,Night Owl,84.44030418499904
1,8,4,3,Night Owl,46.83627908107545
2,3,5,11,Night Owl,46.46261038983266
10,6,7,19,Night Owl,54.13558045679608
7,4,8,6,Night Owl,15.280929069282994
8,8,2,8,Night Owl,20.910231189088893
5,10,5,6,Night Owl,15.685325088618496
9,7,9,19,Night Owl,55.07832812698977
6,8,9,0,Night Owl,86.99491617148304
1,8,7,8,Night Owl,19.33644890365176
5,3,5,9,Night Owl,14.554328630134046
1,4,6,1,Night Owl,46.307805073746714
4,4,5,19,Night Owl,45.94218241920225
9,7,2,16,Night Owl,52.299069921579104
2,4,6,4,Night Owl,50.64082373316699
6,3,5,1,Night Owl,50.14850485465615
8,8,3,12,Night Owl,52.604144338453956
7,9,8,2,Night Owl,54.09564024054103
10,7,7,8,Night Owl,16.856405728530213
5,4,8,13,Night Owl,48.48767250339377
2,1,4,6,Night Owl,12.919039469113178
9,9,10,16,Night Owl,48.805901269280135
10,6,10,19,Night Owl,55.61961040387533
3,9,10,19,Night Owl,47.87603371912337
6,1,4,14,Night Owl,49.70941707617383
5,8,4,2,Night Owl,45.55543192594228
4,10,5,22,Night Owl,88.41637359071268
9,2,5,15,Night Owl,51.06767852914267
3,1,2,13,Night Owl,44.699516299470595
6,5,1,16,Night Owl,50.82264497838468
4,6,6,13,Night Owl,50.43114746119944
6,1,10,8,Night Owl,23.940136346457987
7,2,2,5,Night Owl,50.76399381804282
7,3,4,13,Night Owl,46.348770326234536
4,7,5,16,Night Owl,52.5657279224614
10,4,7,12,Night Owl,57.2296405148541
2,1,2,7,Night Owl,15.700690664613647
8,8,1,16,Night Owl,54.58650234276598
4,2,7,19,Night Owl,47.22945515964663
8,8,7,3,Night Owl,45.78794324764572
9,5,3,3,Night Owl,51.132348300420304
6,10,1,6,Night Owl,18.51283708381162
4,7,9,14,Night Owl,45.75679153702043
5,2,5,19,Night Owl,44.43048260747845
10,6,6,3,Night Owl,51.405765796584724
10,3,1,11,Night Owl,53.310675417491964
10,7,1,23,Night Owl,94.75030186918804
3,7,3,2,Night Owl,42.11938483155885
3,10,10,6,Night Owl,17.852223111199393
7,5,3,17,Night Owl,47.822646022209135
4,8,8,20,Night Owl,91.3011787233731
6,8,1,4,Night Owl,50.61790054295824
2,10,1,14,Night Owl,47.62667673827304
6,7,5,15,Night Owl,48.6447129259729
2,4,9,4,Night Owl,44.242481114998476
3,6,3,20,Night Owl,85.0913550053681
10,5,9,2,Night Owl,53.56291356309276
6,8,7,21,Night Owl,89.48069109384022
9,4,8,6,Night Owl,14.35463270247389
10,7,2,0,Night Owl,92.18130449823812
2,8,10,15,Night Owl,41.17511401450146
7,8,6,0,Night Owl,93.61793968632733
10,1,1,7,Night Owl,20.26090850853223
6,8,8,10,Night Owl,18.375536944765795
9,2,9,9,Night Owl,10.709143997903581
3,2,4,20,Night Owl,86.11229777416409
10,5,9,14,Night Owl,53.38916914605012
5,10,9,13,Night Owl,47.14814287936334
3,4,4,16,Night Owl,51.006747010083515
3,3,1,12,Night Owl,46.16562410762854
1,2,2,13,Night Owl,44.15653572727033
6,7,1,2,Night Owl,45.31720941280128
2,2,10,8,Night Owl,16.142613334447297
4,5,9,5,Night Owl,48.406718399362916
7,10,9,4,Night Owl,50.20218776527851
5,8,10,19,Night Owl,46.484914359997575
3,4,7,10,Night Owl,12.262028602130059
5,3,1,6,Night Owl,15.600919512201333
2,4,2,23,Night Owl,80.70960409007266
7,1,2,1,Night Owl,48.18044050263032
9,1,9,22,Night Owl,98.5316015298983
2,2,5,4,Night Owl,44.40737522045947
3,4,10,19,Night Owl,46.30869293588055
2,5,5,20,Night Owl,83.73451761229985
1,6,2,6,Night Owl,19.125617209297335
4,5,5,20,Night Owl,87.82730394331651
9,8,3,16,Night Owl,51.11235542834951
1,6,3,19,Night Owl,44.52620550193357
6,2,7,15,Night Owl,50.99291250532883
7,1,4,11,Night Owl,51.893264220911306
1,1,7,8,Night Owl,17.255573308546804
1,2,6,14,Night Owl,45.86036338874258
7,6,3,7,Night Owl,19.775101743208726
7,9,3,16,Night Owl,52.42918693443617
1,5,10,13,Night Owl,46.76191933456151
2,3,8,14,Night Owl,44.378722057938624
5,10,6,11,Night Owl,47.843428886669166
7,9,1,19,Night Owl,53.74256244232929
5,8,1,19,Night Owl,52.02724894781326
9,1,1,3,Night Owl,55.434376187384316
10,2,10,3,Night Owl,52.74134870597764
1,1,8,22,Night Owl,83.65106405978914
6,3,8,3,Night Owl,50.708662562059324
3,4,6,22,Night Owl,83.04262821077457
2,8,9,20,Night Owl,81.09966909568736
4,4,4,5,Night Owl,50.67477165552799
7,5,5,14,Night Owl,51.123537488551776
10,8,7,13,Night Owl,57.17437390086783
10,2,10,6,Night Owl,17.36326707048021
10,7,7,4,Night Owl,52.40517584985704
9,8,8,9,Night Owl,18.107199127761305
1,6,9,15,Night Owl,49.79938529792897
3,6,9,7,Night Owl,11.502202078678158
10,4,2,12,Night Owl,57.175348855501625
6,8,9,0,Night Owl,82.98620435351766
9,2,1,23,Night Owl,93.6368879899636
10,4,3,16,Night Owl,52.4905400834684
5,10,8,11,Night Owl,48.03077277196893
1,2,1,19,Night Owl,49.806711366610266
10,9,4,12,Night Owl,49.89892383488291
9,7,1,0,Night Owl,93.26651669011783
4,4,1,21,Night Owl,89.48571451913871
8,3,9,22,Night Owl,97.05232219436418
9,1,5,12,Night Owl,50.030494683511826
8,10,5,12,Night Owl,52.499818741041416
10,7,3,18,Night Owl,52.06354634799263
5,5,10,17,Night Owl,48.359046439415515
5,7,2,5,Night Owl,48.08322319745675
4,10,1,13,Night Owl,47.58573032275954
8,8,7,23,Night Owl,97.06762548567863
8,8,7,12,Night Owl,51.774843502870226
5,4,10,9,Night Owl,18.389282195620954
10,6,1,20,Night Owl,95.98909881376704
4,4,7,8,Night Owl,12.526838179926136
8,5,6,17,Night Owl,48.721680078171545
3,5,2,2,Night Owl,48.772544705535104
4,2,5,4,Night Owl,50.863732658755254
7,1,4,20,Night Owl,93.60915490379163
8,1,5,9,Night Owl,17.013286053688844
1,1,2,1,Night Owl,44.85724813760037
3,1,2,5,Night Owl,50.16785448166064
9,5,4,20,Night Owl,91.42155617584973
8,4,8,21,Night Owl,90.69457337179334
5,7,6,2,Night Owl,50.557781063073136
4,7,5,10,Night Owl,14.358392330778846
2,6,7,7,Night Owl,13.32383303704191
6,4,7,2,Night Owl,50.06171526241847
5,1,10,2,Night Owl,49.175498273130835
3,1,6,14,Night Owl,50.14539398842399
10,2,9,0,Night Owl,93.03378188118617
10,2,6,7,Night Owl,18.571897786893633
2,5,6,2,Night Owl,51.056977365542316
2,1,8,0,Night Owl,80.19548099428276
5,6,3,22,Night Owl,89.06649161116525
5,7,3,13,Night Owl,45.28176505883473
4,1,3,9,Night Owl,14.704205892977477
2,3,7,9,Night Owl,13.311177950003653
4,9,7,13,Night Owl,47.396703443825466
10,6,6,21,Night Owl,98.96810965996694
5,3,2,2,Night Owl,50.74601006328585
2,3,2,23,Night Owl,83.59532458559256
6,7,1,5,Night Owl,42.62676430414812
3,7,3,8,Night Owl,12.84059599891622
3,7,4,23,Night Owl,82.3877945209507
8,6,10,16,Night Owl,57.22207312635524
7,1,7,17,Night Owl,52.29032540375423
3,1,5,20,Night Owl,82.85952154068396
10,5,9,5,Night Owl,51.30663969840765
7,3,2,20,Night Owl,89.30795590424566
3,5,9,10,Night Owl,17.016500287098324
5,2,2,0,Night Owl,89.2158689659175
8,2,3,14,Night Owl,52.75511394967203
1,3,5,9,Night Owl,17.118971766024863
1,4,6,14,Night Owl,46.33106938698135
6,9,2,12,Night Owl,50.90884438770005
10,8,8,9,Night Owl,20.01381041011606
6,6,5,0,Night Owl,91.23807185894844
3,7,8,17,Night Owl,46.84891810087022
5,3,5,23,Night Owl,88.51102940269698
8,2,6,3,Night Owl,48.13189723730723
1,6,10,12,Night Owl,43.57616298717279
1,2,3,8,Night Owl,16.710040983739987
2,10,5,20,Night Owl,83.31014598863628
1,3,5,16,Night Owl,47.97226302483962
6,1,8,20,Night Owl,91.55781676814176
7,7,7,21,Night Owl,85.6692106436246
2,7,2,21,Night Owl,85.25956984919765
2,10,6,17,Night Owl,48.96323662393429
4,6,5,19,Night Owl,54.61283488813767
9,6,6,17,Night Owl,54.82981763952654
8,9,10,12,Night Owl,50.464643280231925
3,10,7,22,Night Owl,85.19823808570834
5,6,3,20,Night Owl,91.52954133456619
10,5,1,2,Night Owl,55.99785392070353
1,7,4,8,Night Owl,18.46441929928387
7,5,7,5,Night Owl,50.98378160712374
4,8,5,4,Night Owl,50.10717957932165
10,8,8,0,Night Owl,96.50378936645062
5,8,1,22,Night Owl,84.42482480723288
7,9,2,18,Night Owl,52.363334683668946
10,3,3,18,Night Owl,48.96593239925014
8,9,10,13,Night Owl,57.41326991102551
1,9,6,14,Night Owl,45.508066547895226
9,6,2,0,Night Owl,97.99027035797143
8,1,8,16,Night Owl,51.16747596656114
9,9,9,18,Night Owl,51.54951884933357
4,6,1,1,Night Owl,47.32172624368264
